french,ewe,source,type,french_length,ewe_length
"J'imagine donc qu'elle l'a soutenu, à  chacun des grands changements de sa vie: avec le club de jazz, sa carrière d'écrivain, son déménagement aux à‰tats Unis, son retour au Japon, et ses nombreuses participations à  des compétitions sportives,","mesusu be enɔ eŋu le eƒe agbe ƒe ɣeyiyi gãwo katã me: tso jazz teƒe, eƒe nuŋlɔla ɣeyiyi me, woƒe america yiyi, gbɔgbɔ va Japon kple kametete hoʋliʋliwo me",https://leschroniquesdetchonte.com/,Blog,38,29
Il y a des femmes qui ont des crampes tellement douloureuses pendant leurs regles qu'elles ne sont pas productives pendant cette période. ,nyɔnu aɖewo sea veve le woƒe dzinu kpɔɣi alegbegbe be wometeŋu wɔa ɖɔ aɖeke o,https://ellecitoyenne.com/,"Blog, News",22,15
"» elle parle de ce compliment qui en fait n’en est pas un et qu’elle a souvent entendu, parfois de personnes elles-mêmes noires, mais plus claires de peau",ebe kafukafu sia nye amegblenya sie yesena le yetɔ ameyibɔvi siwo ƒe agbadze klẽ la nue,https://leschroniquesdetchonte.com/,Blog,28,16
"Elle n’était pas la plus belle élève de la classe mais elle était sans aucun doute la plus brillante, filles et garçons confondus",menye nyɔnu si dzetugbui wu le sukuxɔa me o gake eyae wɔa dɔ wu ame sia ame,https://leschroniquesdetchonte.com/,Blog,23,17
"5- L'école n'est pas accessible à  tous et renforce les inégalités sociales,",amesiame mekpɔa gome le suku yiyi me o,https://leschroniquesdetchonte.com/,Blog,12,8
"Et, par reconnaissance, elle n'oublia jamais, chaque fois qu'elle mangeait son couscous, d'en donner la première et la dernière poignée au gros chien noir qui l'avait tirée de ce mauvais pas.","Eye abe akpedadzesi ene la, ekana nuɖuɖu gbãtɔ kple mlɔetɔ na woƒe avu yibɔ si ɖe le atia dzi la.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,31,20
"Aujourd’hui je comprends que bon nombre de personnes dans mes contacts estiment qu’en Côte d’Ivoire, au nom de la laïcité, une jeune femme ayant choisi de porter le voile par conviction religieuse, devrait éviter les écoles d’excellence et certains boulots pour lesquels elle a pourtant les compétences, parce que c’est la loi",mese egɔme be ame aɖe siwo nye tɔnyewo hã be ne enye mɔslemtɔ la mateŋu de suku alo awɔ dɔ aɖe si nedze na hafi o le wo xɔsenyawo ta,https://leschroniquesdetchonte.com/,Blog,52,30
Required fields are marked * Notre insouciance et notre ignorance volontaire nous desservent de maniere chronique. ,míaƒe ɖekematsɔ le eme kple mumanyamanya mele míadzi dem kura o,https://ellecitoyenne.com/,"Blog, News",16,11
"La première fois, c’était en 2017",zi gbãtɔ le ƒè 2017 me,https://leschroniquesdetchonte.com/,Blog,6,6
"""L'école étant le principal cadre de formation et d'éducation des enfants, une éducation poussée à la citoyenneté n'est qu'un prolongement nécessaire de son action. """,ele be woafia agbenɔnɔ nyui kple dulɔlɔ̃ ɖvuiwole suku afisi woxɔa hehenana kple tsutsuɖo le,https://ellecitoyenne.com/,"Blog, News",25,15
"Apparemment, il n’a pas la tête de l’emploi",medze dɔ wɔla o,https://leschroniquesdetchonte.com/,Blog,8,4
" David, tu crois qu’il suffit d’un ordinateur pour prendre de l’argent sur une carte bancaire ","david, ebui be aɖaŋuɖemɔ ɖeɖe su ko be woaxɔ ga le gakaɖi dzia?",https://aphtalcisse.tg/,Blog,15,13
Le lézard vint.,Doglo va,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,3,2
"Quelque temps après, arriva l’hyène.",Sẽ la gana va do.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,5,5
"Mes mains et mes pieds ne tremblent plus,",nye asi kple afɔwo mega ʋuʋuna o,https://leschroniquesdetchonte.com/,Blog,8,7
"

Elle se leva, marcha vers la fenêtre, et tira complètement les rideaux pour faire entrer la lumière du soleil qui dardait déjà ses rayons",estsi tre heʋu flesrenuvɔa alebe ŋdɔ si le eƒe alɔwo dom ɖa la naklẽ ɖe xɔa me,https://aphtalcisse.tg/,Blog,24,17
3- Créer une association ou une ONG pour l’alphabétisationIl y a pas mal d’ONG qui travaillent pour aider à scolariser le plus grand nombre de personnes ou pour donner directement des cours,miɖo habɔbɔ alo hatsotso nɔɖokuisi Hatsotso nɔɖokuisi geɖe le kpekpeɖeŋu nam sukudedenyawo fifia,https://leschroniquesdetchonte.com/,Blog,32,13
"C’était la fille d’Abû Bakr, le compagnon le plus proche du prophète (saw)",enye abu Bakr sie nye profetaxɔ̃wo dometɔ ɖeka ƒe vi,https://leschroniquesdetchonte.com/,Blog,13,10
"« Il veut rencontrer les gens, et cela l’agace de voir des téléphones avec appareil photo lui être balancés en pleine figure",ebe yele didim be yeagogo ame wo ekem wokpea ye kple kaƒomɔ siwo hena ɖe mo na ye,https://l-frii.com/,News,22,18
"""Ce candidat tout puissant passe des lois, les applique en temps voulu et organise la vie politique entiere de la nation. """,ameɖokuinuɖela ŋusẽtɔ sia ɖea se ɖe go eye wodee dɔwɔna me le ne enyo eŋu eye wowɔa dukɔ la dunyagblɔgblɔ alesi wodzroe la,https://ellecitoyenne.com/,"Blog, News",22,23
"Demandde leur de nous prêter leur spatule,",to nawo be woawo woƒe,TakwimuLab,Daily lfe,7,5
"Celui qui vit par la chance n'a pas de chance, il faut se mettre au travail et arrêter de répéter les erreurs du passé si nous voulons développer nos pays,","amesi nɔ agbe na dzɔgbe nyui la, meɖo dzɔgbenyui o miɖo la wɔdɔ na miaƒe duwo ŋugɔ yiyi",https://leschroniquesdetchonte.com/,Blog,30,18
"Le respect, l'honnêteté, le travail, la pudeur, l'amour, et le partage sont bien sà»r des valeurs que j'aimerais leur transmettre,","bubu nana, nudzɔdz,oe wɔwɔ, dɔwɔwɔ, ŋukpe, lɔlɔ̃ kple numamã woawoe nye nusiwo medi be magblẽɖi na wo",https://leschroniquesdetchonte.com/,Blog,20,17
" J’ai même tapé du poing sur ma table de travail, tellement la nouvelle m’a ravi",meƒo nye dɔwɔkplɔ dzi elabe nya la do dzidzɔnam ale gbegbe,https://aphtalcisse.tg/,Blog,15,11
"""Pourquoi accepte-t-on sans réchigner la réécriture de la langue du blanc, mais on considere comme les douze travaux d'hercule de réécrire les notres ?",Carpostnyadzɔdzɔgbalẽ kakɛ sia ɖe ɖase sie miateƒenɔla aɖewo gblɔ la fia,https://ellecitoyenne.com/,"Blog, News",24,11
"""#storytelling Et vous , pensez-vous que nous pouvons nous inspirer de la culture urbaine africaine pour orienter nos pays et notre continent ? Dites-le nous dans les commentaires ! JavaScript est actuellement désactivé. """,ɖee miesusu be míateŋu azã Afrika ƒe ŋukumekɔkɔ ŋutinya atsɔ tamɔ na eƒe dukɔwo mahã?,https://ellecitoyenne.com/,"Blog, News",34,15
"Nous partageons la chambre avec une dame et ses filles,",Mílé xɔa mam kple nyɔnu aɖe kple via nyɔnuwo,TakwimuLab,Daily lfe,10,9
" Ceux-là, au-delà des larmes des premiers soirs, porteront votre deuil jusqu’à ce qu’ils ne s’éteignent eux-mêmes","ame siawo la, woase veve na wo yi ku me ke",https://aphtalcisse.tg/,Blog,16,11
Samsung good vibes leur permet de communiquer avec leurs proches en utilisant le code morse sur leur téléphone,samsung na be woaza mɔrs aƒo nu kple wo tɔwo,https://leschroniquesdetchonte.com/,Blog,18,10
Nous le voulions tous les deux et il a finalement décidé de me le laisser par galanterie, yehã dii gake eɖe asi le eŋu nam,https://leschroniquesdetchonte.com/,Blog,17,8
– Je viens faire un retrait,meva nane xɔge,https://leschroniquesdetchonte.com/,Blog,6,3
"Le titre du roman, les jeux de mots entre démon et démocratie attirent,","agbãlɛa ƒe tanya nye, nyawo ƒe dzefefe le gbɔgbɔvɔ̃wo kple vovodunyagbɔgblɔ dome",https://leschroniquesdetchonte.com/,Blog,13,12
"Il lui dit qu'en effet, il avait eu raison.",Egblɔ nae be ye ƒe nyawo le eteƒe.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,9,8
""" La montée en puissance des églises de réveil dans les grandes métropoles devrait être aussi inquiétante que l'action religieuse du groupe Boko Haram. ",ele be amewo navɔ̃ gbɔgbɔme sɔlemewo ƒe agbɔsɔsɔ abe Boko Haram ene,https://ellecitoyenne.com/,"Blog, News",24,12
" Je peux passer des heures à vous raconter comment cette brave femme a redoublé d’heures de travail sur sa machine à coudre, combien d’heures elle a passé à pleurer d’inquiétude et de crainte du lendemain","mate ŋu aka ɖe edi na mi ale si nyɔnu zazaɛ̃ sia gayi dɔ dzi wu kple eƒe nutɔmashini, ale si wofaa avi le dzimaɖi kple tsɔme ta",https://aphtalcisse.tg/,Blog,35,28
"Aujourd’hui, les femmes voilées représentent plus facilement le visage de l’islam",agbea nyɔnu siwo tsyɔ̃ nu tae ɖea mawu ŋkume fianae,https://leschroniquesdetchonte.com/,Blog,11,10
Celle à qui l’on demandait de faire des imitations de personnages noirs caricaturales pour amuser les amies blanches aux pyjamas parties,"eyae wobiana be woafe dze ado nukokui na et,o yevuawoe",https://leschroniquesdetchonte.com/,Blog,21,10
"C'est seulement le soir que j'ai pris l'ordinateur pour écrire une revue du livre que j'ai terminé dans l'avion,",ke ɣetrɔ me koe metsɔ aɖaŋuɖemɔ be maŋlɔ tso agbãlɛ si nu mewu le yameʋua me,https://leschroniquesdetchonte.com/,Blog,19,16
"""Il aurait été impossible de faire plus trivial, et impossible de trouver une solution qui requiert moins d'effort. """,asesẽ ŋutɔ be míakpɔ ŋuɖoɖo ʋliʋli manɔeme ,https://ellecitoyenne.com/,"Blog, News",19,7
"La benjamine de la famille est sans aucun doute la plus drôle, et peut-être même la plus entreprenante,",adɔmlɛ nye amesi ɖi kokoe kple dɔwɔla gãtɔ,https://leschroniquesdetchonte.com/,Blog,18,8
"""En clair, nos pays ne font plus rêver la jeunesse qui commence à prêter l'oreille au chant chimérique des sirenes . """,emekɔ be miaƒe sɔxɛwo megaɖo mɔkpɔkpɔ aɖeke ɖe dukɔ la dzi o wɔe be wole to ɖom ameƒlunya sia le ɖiɖim la,https://ellecitoyenne.com/,"Blog, News",22,22
"Il a même abandonné son propre père dans la misère, sous prétexte qu'il est paà¯en,",eɖe asi le fofoa ŋu ɖe ahedada me be enye trɔsubɔla,https://leschroniquesdetchonte.com/,Blog,15,11
"On frappe les élèves sur la place publique,",woƒoa nusrɔ̃viwo le dzutoƒo,TakwimuLab,Daily lfe,8,4
"""Vers midi, Le nécessaire en main, j'arrive au commissariat pour me faire établir un récépissé de ma future carte d'identité nationale ou CNI. """,le ga wuieve me la meyi kpovitɔ ƒedɔwɔƒe la kple agbalẽ siwo wotsɔ wɔa akɔdagbalêvi la,https://ellecitoyenne.com/,"Blog, News",24,16
"Et que cet amour qui dépasse les clivages ethniques et politiques en inspire plus d'un,",be lɔlɔ̃ sia si wu gbegblɔgblɔ kuxiwo kle dunyagblɔgblɔwo nanye kpɔɖeŋu na ame,https://leschroniquesdetchonte.com/,Blog,15,13
"Tu dois cependant bien te douter que, si je suis restée aussi longtemps près de toi, c'est parce que cela ne me déplaisait pas.","Ɖe nade dzesi be ne menɔ gbɔwo ɣe yi ɣi siawo katã la, ɖe wodze edzi nam ta ye.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,24,19
"La famille eplorée vous remercie.,",Kuƒomea le akpe dam na mi,TakwimuLab,Daily lfe,5,6
"On n'y pense peut-être pas souvent mais cela montre également la différence que l'on met entre les femmes célibataires et les mariées, les mères et celles qui n'ont pas encore donné la vie,",miesusu edziédzi o gake esia de vovo toto nyɔnu siwo ɖe srɔ̃ alo ɖo vi kple siwo medi alo meɖe srɔ̃ la dome ,https://leschroniquesdetchonte.com/,Blog,33,23
10 jours et un budget de 300 000 francs chacune,ga frã 300 000 gbe sia gbe ɖoɖo hena ŋkeke 10,https://leschroniquesdetchonte.com/,Blog,10,11
L’idée est partie de deux incidents survenus le jour de la fête de l’Aid al-Fitr mais on en parlera peut-être un autre jour in shaa Allah,"nua dze eg,ome tso masɔmasɔ aɖe siwo do mo ɖa le azãɖugbe la dzie. Miaƒo nuntso esiawo ŋu emegbe",https://leschroniquesdetchonte.com/,Blog,26,19
"la contribution à l'édification d'une société dont les membres partageraient les mêmes valeurs est impossible, ",nenema kee dumevinyenyededzesi hã tutu mava eme o,https://ellecitoyenne.com/,"Blog, News",15,8
J'ai gagné le pari : tu t'es mis en colère !,Meɖu gbetsotsoa dzi. Edo dɔmedzoe.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,11,5
"Enfin, j’ai été particulièrement touchée par tous les messages de mes abonnés qui m’ont dit qu’ils se sont remis à la lecture grâce à mes publications",dzi dzɔm le alesi ŋkɔŋlɔlawo be yega dze nuxexlẽ la,https://leschroniquesdetchonte.com/,Blog,26,10
Kadio-Morokro de payer quand il le pourrait,aƒetɔ kadio na xe fea ne ekpɔ ga ko,https://leschroniquesdetchonte.com/,Blog,7,9
Je n’arrive pas à imaginer comment j’aurais pu assumer d’abandonner ces jeunes femmes à leurs souffrances physiques et psychologiques dans lesquelles elles étaient,nyemenya ale si mate ŋu agblẽ nyɔnu mawo ɖe vevesese sime wole lae o,https://l-frii.com/,News,23,14
"Un grand remou, suivi d'une vague monstrueuse, ft couler tous les bateaux du port.",Ƒutsotsoe gã aɖe nyrɔ mɛlɛwo katã kple howɔwɔ gã aɖe.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,14,10
"Des enfants dont le truand du jour a peut-être fait partie un jour,",ɖevi siwo nubiabia zu woƒe gbesiagbe gbenɔnɔ,https://leschroniquesdetchonte.com/,Blog,13,7
Elle lut la notification du nouveau message reçu par son homme,exlẽ nyanyanana tso lɛtavi si srɔ̃a xɔ la,https://leschroniquesdetchonte.com/,Blog,11,8
Il restera toujours le risque lié aux visées hégémoniques de l'une ou l'autre des parties mais un bon contrat de mariage prévient bien des meurtres. ,ƒoƒose nyuiwoli gake asidede agbalẽ te kpɔame ta le dzɔgbevɔ̃e aɖewo me,https://ellecitoyenne.com/,"Blog, News",25,12
"""La lutte actuelle contre la cybercriminalité au Bénin est louable, mais il convient quand même de ne pas occulter certaines questions. """," edze be woakafu aʋahoho ɖe yaʋala nudrãwɔwɔ ŋu le benin ,tso gake mehiã be woaƒo nule nya aɖewo ŋu o",https://ellecitoyenne.com/,"Blog, News",22,20
" Pour la simple raison que je cuisinais avec de la tomate concentrée, et je ne m’en plaignais pas",elabe meɖaa nu kple ganumetimati eye wonyona nam,https://aphtalcisse.tg/,Blog,18,8
"""La légitimation implicite de ce type de viol au Cameroun a été soulignée à travers le fait que lors des célébrations de mariage, les maires rappellent aux nouvelles mariées de ne jamais dire ""NON""€_x009d_ à leur mari. ""","le nuawo diyiyi me la, nyatsɔɖeameŋu aɖe li kokoko",https://ellecitoyenne.com/,"Blog, News",38,9
Je participe également à pas mal d’évènements et je travaille à l’organisation des activités du Centre Eulis,meyia ɖoɖo geɖe me eye mewɔa dɔ na Eulis hã,https://leschroniquesdetchonte.com/,Blog,17,10
"Mais en allant plus loin, on peut comprendre comment le regard des autres affecte les femmes victimes de violences conjugales","gake ne ede ŋku eme nyuie la, akpɔ ale si amewo ƒe nukpɔkpɔ wɔa dɔ le nyɔnu siawo tɔgbi dzi",https://leschroniquesdetchonte.com/,Blog,20,20
" Nous sommes parfois tentés de faire les choses, sans concertations","ɣe aɖewo ɣi la, miawɔa nuwo le esime miebia evelia ƒe nukpoɔkpɔ o lae",https://aphtalcisse.tg/,Blog,10,14
""" ""€¦ euh ""€¦ ne serais je pas entrain donner aux choses des proportions plus grandes qu'elles n'en ont réellement"" ? Tout est dit et merveilleusement dit J'entre dans ma ieme année. ",ewɔ nam abe ɖee megale nuawo kafum gbɔ eme ene,https://ellecitoyenne.com/,"Blog, News",32,10
J'ai été émue de cet élan plus pacifique que patriotique. ,dzidzɔm le ŋutifafa ƒe zazã sia ŋu wo dedutɔ,https://ellecitoyenne.com/,"Blog, News",10,9
La loi qui ne s’applique qu’au plus faible est une loi injuste.,"Se si ƒoa amegblɔewo ko la, madzɔmadzɔwɔwɔ ye.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,12,8
" Par expérience, David sait qu’à part leur entrejambe, tout ce que vous racontent les putes dans vos oreilles sont vérités, sauf quand elles disent être amoureuse de vous",David nyae nyuie be to vovo na gbɔdɔdɔnyawo la nu siwo katã gbolowo gblɔna la nye nyawowo ko negbe ne wogblɔ na wo be yewo lɔ̃ wo la ko,https://aphtalcisse.tg/,Blog,28,29
"Enfin, si, il a quand même dû s’y prendre à deux reprises pour que j’accepte de me raconter une énième fois",edze agbagba hafi lɔ be maƒo nu tso ŋunye ake,https://leschroniquesdetchonte.com/,Blog,21,10
* Il s'agit des acteurs individuels et collectifs qui ont un rôle d'aiguillage des hommes et de leurs faits (définis comme des méfaits) vers la chaîne pénale. ,amesiawo ƒe dɔdasi enye be yewɔatsɔ amewi ƒe agbenɔnɔ ɖo woƒe ŋukume hena wohehe yi ʋɔ̃nu,https://ellecitoyenne.com/,"Blog, News",27,16
"Je vais m'arrêter là , quand bien même j'ai encore une tonne de choses à  dire sur €œSilence du choeur€_x009d_,",manɔte ɖe afisia to gbɔ be meɖo nya geɖewo agblɔ tso «silence du choeur» ŋu,https://leschroniquesdetchonte.com/,Blog,20,15
"Il explique qu’il y a trois types de personnes dans le domaine de l’entrepreneuriat: 
Le fait de pouvoir faire sa promotion soi-même ou d’amener les gens à parler de votre travail d’une manière authentique et franche est important pour la réussite de vos projets ou entreprises",eɖe eme be dɔɖoɖoanyi ƒomevi etɔ̃e li: ate ŋu ado boblo ɖokuiwo eye ana amewo naƒo nu nyuie kuɖe wo dɔwɔwɔ kple ɖoɖowo ŋu alebe nate ŋu akpɔ ame siwo ade megbe na woɖoɖowo la bɔbɔe,https://leschroniquesdetchonte.com/,Blog,46,36
